TKey,Author,Title,Year,Type,School,Country,Pages,ISBN
T15473,A1304285,Real-time business intelligence through compact and efficient query processing under updates,2018,PhD,Dresden University of Technology,Germany,133,
T15492,A2365624,Behavioural profiles: a relational approach to behaviour consistency,2011,PhD,University of Potsdam,Germany,,
T15496,A82645,Towards trustworthy social computing systems,2016,PhD,Saarland University,Germany,,
T15518,A1282577,Advances in K-means clustering: a data mining thinking,2012,PhD,Tsinghua University,China,178,978-3-642-29806-6
T15536,A1636111,Querying a Web of Linked Data,2014,PhD,Humboldt University of Berlin,Germany,248,978-3-89838-713-2
T15555,A741430,Der Nutzen informetrischer Analysen und nicht-textueller Dokumentattribute für das Information Retrieval in digitalen Bibliotheken,2013,PhD,University of Koblenz and Landau,Germany,,
T15562,A1249283,Query processing in complex modern traffic networks,2016,PhD,Ludwig Maximilians University of Munich,Germany,,
T15575,A1537571,Konzepte für Datensicherheit und Datenschutz in mobilen Anwendungen,2017,PhD,University of Stuttgart,Germany,,
T15578,A203034,Efficient Content-based Publish/Subscribe Routing and Boolean Expression Matching Algorithms,2018,PhD,Technical University of Munich,Germany,,
T15600,A822612,Practical yet Provably Secure: Complex Database Query Execution over Encrypted Data,2019,PhD,Karlsruhe Institute of Technology,Germany,,
T15607,A2153065,Representation and contextualization for document understanding,2019,PhD,University of Hanover,Germany,,
T15614,A847405,Mining and similarity search in temporal databases,2013,PhD,RWTH Aachen,Germany,,978-3-86359-157-1
T15648,A1308741,Methods and tools for temporal knowledge harvesting,2013,PhD,Saarland University,Germany,,
T15668,A1398522,Query Execution on Modern CPUs,2018,PhD,Humboldt University of Berlin,Germany,,
T15703,A1702441,Representations and optimizations for embedded parallel dataflow languages,2019,PhD,Technical University of Berlin,Germany,,
T15740,A1127730,Modeling Recurring Concepts in Single-label and Multi-label Streams,2020,PhD,University of Mainz,Germany,,
T15741,A1856019,Geometric; Feature-based and Graph-based Approaches for the Structural Analysis of Protein Binding Sites: Novel Methods and Computational Analysis,2013,PhD,University of Marburg,Germany,,
T15757,A2349826,Efficient knowledge extraction from structured data,2011,PhD,Ludwig Maximilians University of Munich,Germany,216,
T15780,A110446,Algorithms for shared-memory matrix completion and maximum inner product search,2016,PhD,Saarland University,Germany,,
T15787,A907782,Frequent itemset mining on multiprocessor systems,2014,PhD,Dresden University of Technology,Germany,217,
T15794,A596052,Enhancing Privacy and Fairness in Search Systems,2018,PhD,Saarland University,Germany,,
T15850,A715536,Redundancy and access permissions in decentralized file systems,2011,PhD,Technical University of Munich,Germany,248,
T15857,A2207109,Efficient similarity search in large multimedia databases,2017,PhD,RWTH Aachen,Germany,,978-3-86359-502-9
T15893,A460252,Hardware Contention-Aware Real-Time Scheduling on Multi-Core Platforms in Safety-Critical Systems,2019,PhD,Kaiserslautern University of Technology,Germany,,
T15912,A716694,Information diffusion and provenance in social media,2018,PhD,University of Freiburg,Germany,,
T16000,A2230960,Incremental ontology-based integration for translational medical research,2013,PhD,Technical University of Munich,Germany,173,
T16009,A206866,Online Multi-label Text Classification using Topic Models,2018,PhD,Johannes Gutenberg University Mainz,Germany,,
T16013,A217163,Moving objects with multiple transportation modes,2012,PhD,FernUniversity of in Hagen,Germany,,
T16052,A2153870,Cloud-based support for Massively Multiplayer Online Role-Playing Games,2017,PhD,Otto von Guericke University Magdeburg,Germany,,
T16064,A1322551,Alternative clustering in subspace projections,2015,PhD,RWTH Aachen,Germany,,978-3-86359-368-1
T16075,A2038832,The concept of the crowd: mining perceptual attributes from rating data on the social web,2012,PhD,University of Braunschweig,Germany,146,
T16080,A1853770,Automatic Synthesis and Verification of Industrial Commissioning Processes,2016,PhD,Karlsruhe Institute of Technology,Germany,,
T16085,A1424926,Distributed querying of large labeled graphs,2017,PhD,Saarland University,Germany,,
T16109,A1864086,Crawling von Enterprise Topologien zur automatisierten Migration von Anwendungen: eine Cloud-Perspektive,2015,PhD,University of Stuttgart,Germany,,
T16117,A1847410,Efficient Anonymous Group Communication,2018,PhD,Darmstadt University of Technology,Germany,,
T16119,A2279803,Dynamic resource allocation for distributed dataflows,2018,PhD,Technical University of Berlin,Germany,,
T16124,A1700420,Search Interaction Optimization: A Human-Centered Design Approach,2016,PhD,Chemnitz University of Technology,Germany,,978-3-944640-99-0
T16137,A47989,Aspects of Information Access: Modeling Navigation on Wikipedia,2018,PhD,University of Koblenz and Landau,Germany,,
T16153,A1275159,High-dimensional and low-quality visual information processing: from structured sensing and understanding,2015,PhD,Tsinghua University Beijing,China,99,978-3-662-44525-9
T16176,A1748627,Geographic feature mining: framework and fundamental tasks for geographic knowledge discovery from user-generated data,2015,PhD,University of Heidelberg,Germany,195,
T16181,A2212724,Analysis and removal of code clones in software product lines,2013,PhD,Otto von Guericke University Magdeburg,Germany,,
T16221,A2066166,Effective searching of RDF knowledge bases,2012,PhD,Saarland University,Germany,,
T16223,A152438,Indexing and knowledge discovery of gaussian mixture models and multiple-instance learning,2018,PhD,Ludwig Maximilians University of Munich,Germany,,
T16237,A1032141,The generic model query language GMQL,2014,PhD,University of Münster,Germany,,
T16247,A301817,The quality of content in open online collaboration platforms: approaches to NLP-supported information quality management in Wikipedia,2014,PhD,Darmstadt University of Technology,Germany,208,
T16251,A23937,Attribute Relationship Analysis in Outlier Mining and Stream Processing,2015,PhD,Karlsruhe Institute of Technology,Germany,,
T16268,A720254,Knowledge Graph Exploration for Natural Language Understanding in Web Information Retrieval,2016,PhD,University of Mannheim,Germany,,
T16272,A381214,Distance based similarity models for content based multimedia retrieval,2013,PhD,RWTH Aachen,Germany,204,
T16301,A712130,Improving RDF data with data mining,2014,PhD,University of Potsdam,Germany,,
T16318,A988527,A systematic evaluation approach for data stream-based applications,2016,PhD,RWTH Aachen,Germany,,
T16328,A1190677,Exploratory Knowledge-Mining from Complex Data Contexts in Linear Time,2017,PhD,Technical University of Munich,Germany,,
T16329,A1585648,Discrimination in Algorithmic Decision Making: From Principles to Measures and Mechanisms,2019,PhD,Saarland University,Germany,,
T16334,A1335154,A Secure and Privacy-Friendly IP-based Emergency Services Architecture,2019,PhD,University of Göttingen,Germany,,
T16339,A242987,Sparse signal processing: subspace clustering and system identification,2014,PhD,ETH Zurich,Switzerland,181,978-3-86628-513-2
T16382,A2296318,Technology acceptance and diabetes: user centered design of small screen devices for diabetes patients,2014,PhD,RWTH Aachen,Germany,386,978-3-86359-239-4
T16386,A1299981,Rendering Subdivision Surfaces using Hardware Tessellation,2013,PhD,University of Erlangen Nuremberg,Germany,,
T16390,A2233584,Pedestrian Mobility Mining with Movement Patterns,2013,PhD,University of Bonn,Germany,,
T16402,A24859,Processor pipelines in WCET analysis,2015,PhD,Saarland University,Germany,,
T16432,A1729167,Enhancing Relational Database Systems for Managing Hierarchical Data,2017,PhD,Technical University of Munich,Germany,,
T16457,A243006,Models and algorithms for automatic detection of language evolution: towards finding and interpreting of content in long-term archives,2013,PhD,University of Hanover,Germany,117,
T16463,A2038466,Combined clustering of graph and attribute data,2013,PhD,RWTH Aachen,Germany,,978-3-86359-216-5
T16467,A880992,Graph-based methods for large-scale multilingual knowledge integration,2011,PhD,Saarland University,Germany,,
T16490,A377193,Methoden zur Modellierung und Ausführung kontextbezogener Workflows in Produktionsumgebungen,2013,PhD,University of Stuttgart,Germany,,
T16527,A761575,Understanding and managing the performance variation and data growth in cloud computing,2017,PhD,Saarland University,Germany,,
T16564,A1739492,Browser Fingerprinting: Exploring Device Diversity to Augment Authentication and Build Client-Side Countermeasures. (Empreinte digitale d'appareil: exploration de la diversité des terminaux modernes pour renforcer l'authentification en ligne et construire descontremesures côté client),2017,PhD,INSA Rennes,France,,
T16573,A1551655,Methods for Redescription Mining. (Menetelmiä jälleenkuvausten louhintaan / Méthodes pour la fouille de redescriptions),2013,PhD,University of Helsinki,Finland,,
T16673,A1750754,Matrix factorization framework for simultaneous data (co-)clustering and embedding. (Cadre basé sur la factorisation matricielle pour un traitement simultané de la (co)-classification et la réduction de la dimension des données),2016,PhD,Sorbonne Paris Cité,France,,
T16677,A1753623,Near-optimal mobile crowdsensing: design framework and algorithms. (Quasi-optimal mobile crowdsensing: cadre de conception et algorithmes),2015,PhD,Telecom Management SudParis,France,,
T16703,A1829981,Mining Useful Patterns in Attributed Graphs. (Fouille de motifs utiles dans les graphes attribués),2019,PhD,University of Lyon,France,,
T16712,A1907647,Finding homogeneous collections of dense subgraphs using constraint-based data mining approaches. (Découverte de collections homogènes de sous-graphes denses par des méthodes de fouille de données sous contraintes),2012,PhD,INSA de Lyon,France,,
T16763,A1264592,Partitioning XML data; towards distributed and parallel management. (Méthode de Partitionnement pour le traitement distribué et parallèle de données XML),2012,PhD,University of Paris Sud,France,,
T16793,A1323053,Nouvelles approches itératives avec garanties théoriques pour l'adaptation de domaine non supervisée. (New iterative approaches with theoretical guarantees for unsupervised domain adaptation),2014,PhD,Jean Monnet University,France,,
T16842,A1510068,Data; learning & privacy in recommandation systems. (Données; apprentissage et respect de la vie privée dans les systèmes de recommandation),2016,PhD,University of Rennes 1,France,,
T16851,A406442,Mining numerical data with formal concept analysis and pattern structures. (Traitement de données numériques par analyse formelle de concepts et structures de patrons),2011,PhD,Henri Poincaré University,France,,
T16863,A319961,Functional Encryption for Inner-Product Evaluations. (Chiffrement Fonctionnel pour l'Évaluation de Produits Scalaires),2017,PhD,PSL Research University,France,,
T16870,A423580,Advanced techniques for Web service query optimization. (Techniques avancées pour l'optimisation de requêtes de services Web),2012,PhD,Claude Bernard University Lyon 1,France,,
T16871,A368678,Exploiting Modern Hardware for High-Dimensional Nearest Neighbor Search. (Exploitation du matériel moderne pour la recherche de plus proche voisin en haute dimensionnalité),2016,PhD,INSA Rennes,France,,
T16874,A1252327,Content-based inference of structural grammar for recurrent TV programs from a collection of episodes. (Inférence de la grammaire structurelle d'une émission TV récurrente à partir du contenu),2015,PhD,University of Rennes 1,France,,
T16926,A1689981,Détection et analyse d'une thématique rare dans de grands ensembles de requêtes: l'activité pédophile dans le P2P. (Detection and analysis of a rare topic in large sets of search engine queries: paedophile activity in P2P networks),2012,PhD,Pierre and Marie Curie University,France,,
T16947,A196840,Visualisation de données dynamiques et complexes: des séries temporelles hiérarchiques aux graphes multicouches. (Visualization of Dynamic and Complex Data: from Hierarchical Time Series to Multilayer Graphs / Visualización de datos dinámicos y complejos: desde series temporales jerárquicas a grafos multicapas),2018,PhD,University of Montpellier,France,,
